City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Baguio City,11/6/2023,19.48,41.3,2.45,7.57,6.12,7.17,0.5,19.01,27.18,0.29,0.78,0.28,,
Baguio City,7/19/2023,12.56,51.93,2.07,6.74,5.37,6.66,0.6,15.64,31.28,0.28,0.94,0.14,,
Baguio City,12/9/2023,13.6,42.96,1.89,7.45,5.5,6.45,0.32,12.44,25.4,0.37,0.73,0.28,,
Baguio City,2/6/2023,12.48,41.44,2.21,12.32,6.04,20.39,0.45,16.43,37.42,0.11,0.86,0.24,,
Baguio City,11/6/2023,18.42,46.43,2.21,12.18,8.29,17.46,0.55,18.77,31.69,0.05,1.04,0.3,,
Baguio City,2/15/2023,17.64,32.38,3.3,11.48,8.92,17.92,0.89,18.89,31.23,0.15,1.48,0.26,,
Baguio City,9/6/2023,19.47,37.2,5.93,14.29,12.62,11.94,0.7,12.85,24.81,0.16,2.59,0.27,,
Baguio City,7/22/2023,13.56,42.37,5.09,11.78,10.49,12.69,0.46,14.24,17.41,0.12,2.45,0.54,,
Baguio City,8/7/2023,11.92,52.68,2.65,7.41,6.2,10.75,0.65,13.87,29.37,0.14,1.13,0.27,,
Baguio City,7/28/2023,14.35,31.15,3.19,7.96,6.83,9.64,0.45,13.99,26.75,0.05,1.45,0.37,,
Baguio City,3/20/2023,13.11,50.35,3.35,11.9,9.14,8.4,0.65,14.02,30.06,0.08,1.85,0.39,,
Baguio City,8/1/2023,12.07,31.58,2.67,12.02,8.66,12.43,0.72,15.53,47.76,0.37,4.97,0.46,,
Baguio City,11/2/2023,16.57,40.73,3.08,13.18,9.6,12.31,0.64,15.3,51.95,0.34,4.49,0.32,,
Baguio City,9/24/2023,18.05,38.34,5.32,13.02,11.34,10.32,0.52,11.22,28.81,0.26,4.8,0.42,,
Baguio City,3/16/2023,13.63,41.65,3.47,11.3,8.92,9.41,0.58,12.14,27.95,0.13,2.5,0.32,,
Baguio City,2/5/2023,19.59,52.76,3.08,10.61,8.24,10.25,0.47,11.83,29.61,0.21,3.14,0.24,,
Baguio City,7/10/2023,19.56,53.06,1.93,7.85,5.75,8.66,0.53,11.39,34.36,0.08,2,0.18,,
Baguio City,4/22/2023,17.16,47.94,3.25,12.56,9.33,8.36,0.72,8.72,29.54,0.2,3.97,0.22,,
Baguio City,4/27/2023,19.93,37.43,8.72,16.43,15.93,7.32,0.59,11.26,25.66,0.25,2.18,0.28,,
Baguio City,11/25/2023,20.97,49.4,3.84,13.51,10.4,8.03,0.72,10.68,23.48,0.15,1.74,0.16,,
Baguio City,5/11/2023,20.51,45.87,4.15,11.84,9.76,7.79,0.5,8.21,28.73,0.19,1.11,0.23,,
Baguio City,10/5/2023,12.82,34.15,3.75,10.7,8.83,7.21,0.46,5.29,25.04,0.14,1.46,0.16,,
Baguio City,6/12/2023,18.66,34.37,3.59,11.1,8.92,7.35,0.72,9.54,24.82,0.2,3.1,0.22,,
Baguio City,2/12/2023,12.92,46.91,3,9.97,7.46,8.32,0.76,14.66,22.53,0.23,3.37,0.22,,
Baguio City,3/23/2023,11.84,51.64,3.85,9.76,8.42,7.89,0.55,18.55,30.26,0.24,2.71,0.17,,
Baguio City,7/19/2023,16.94,53.15,3.98,13.01,10.25,8.33,0.65,15.46,29.36,0.22,3.84,0.24,,
Baguio City,11/25/2023,17.57,41.44,6.02,13.63,12.23,8.18,0.62,12.08,28.76,0.2,2.33,0.22,,
Baguio City,7/31/2023,20.68,43.74,7.47,13.82,13.43,6.44,0.64,11.34,25.6,0.27,4.01,0.29,,
Baguio City,12/13/2023,14.78,50.36,6,13.44,12.11,6.68,0.58,12.65,31.2,0.17,2.21,0.2,,
Baguio City,12/10/2023,12.49,46.57,7.8,11.45,12.51,7.12,0.6,11.51,31.08,0.16,1.6,0.16,,
Baguio City,10/18/2023,17.03,33.51,5.08,15.53,12.48,9.29,0.67,12.3,45.78,0.31,2.35,0.18,,
Baguio City,5/14/2023,14.65,52.43,4.62,20.7,14.85,10.74,0.68,17.89,41.87,0.44,5.99,0.21,,
Baguio City,1/17/2023,13.53,33.99,6.19,26,19.23,11.21,0.82,29.06,42.11,0.59,5.45,0.28,,
Baguio City,4/11/2023,10.65,35.85,4,22.79,15.39,13,0.89,20.75,42.72,0.79,9.7,0.27,,
Baguio City,3/20/2023,12.29,50.69,4.35,24.78,16.8,13.37,1.04,15.74,47.62,0.58,5.05,0.22,,
Baguio City,2/17/2023,11.78,37.73,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72,0.17,,
Baguio City,6/17/2023,17.21,39.47,2.23,14.09,9.4,13.92,0.75,20.18,58.79,0.59,4.45,0.19,,
Baguio City,9/24/2023,17.41,47.23,1.84,12.24,8.01,11.48,0.64,11.75,44.89,0.49,2.46,0.12,,
Baguio City,3/5/2023,14.77,44.66,2.81,16.23,10.92,10.87,0.67,10.97,39.44,0.33,2.9,0.11,,
Baguio City,4/30/2023,10.07,33.68,4.33,20.42,14.47,10.74,0.91,11.84,34.42,0.22,2.58,0.16,,
Baguio City,4/17/2023,17.66,37.57,2.6,14.75,10.05,10.82,0.64,13.6,50.03,0.26,4.34,0.1,,
Baguio City,8/16/2023,12.87,34.99,3.02,16.68,11.42,10.46,0.93,10.82,59.48,0.36,2.64,0.24,,
Baguio City,3/1/2023,20.84,35.02,2.41,13.27,9.11,10.84,0.8,15.36,60.81,0.28,3.78,0.11,,
Baguio City,9/16/2023,19.57,32.32,2.5,15.42,10.32,11.54,1.04,15.4,47.96,0.35,4.66,0.17,,
Baguio City,8/15/2023,19.72,48.27,2.43,18.14,11.62,11.38,0.83,22.37,37.65,0.21,4.76,0.12,,
Baguio City,6/26/2023,17.82,31.58,2.7,14.32,9.89,10.74,0.81,15.71,37.44,0.16,2.7,0.14,,
Baguio City,11/2/2023,20.95,44.61,2.51,14.9,10.06,12.77,1,16.91,49.95,0.22,1.34,0.18,,
Baguio City,1/21/2023,18.51,42.24,2.34,12.84,8.83,13.44,0.79,14.86,60.68,0.31,1.85,0.12,,
Baguio City,10/28/2023,14.24,50.99,2.34,13.46,9.15,11.1,0.98,12.61,65.38,0.48,2.41,0.1,,
Baguio City,6/9/2023,20.83,46.68,2.74,15.54,10.58,9.58,0.65,7.74,55.76,0.6,12.8,0.11,,
Baguio City,5/1/2023,11.88,46.46,2.4,15.36,10.21,11.13,0.71,12.64,48.1,0.63,6.28,0.17,,
Baguio City,9/6/2023,20.91,46.74,1.96,16.19,10.21,11.83,0.83,13.3,51.68,0.66,8.57,0.17,,
Baguio City,12/3/2023,15.16,43.96,2.75,15.78,10.74,13.62,0.81,14.34,61.97,0.56,4.21,0.14,,
Baguio City,10/13/2023,14.04,52.5,2.61,16.51,10.24,13.29,1.15,17.76,62.87,0.73,3.13,0.16,,
Baguio City,8/26/2023,14.55,45.35,2.82,21.1,13.61,11.88,0.92,19.3,55.76,0.71,6.18,0.2,,
Baguio City,10/1/2023,13.46,41.9,2.46,14.13,9.61,10.05,0.78,15.1,51.67,0.4,2.13,0.15,,
Baguio City,1/1/2023,19.52,39.57,2.11,14.42,9.39,9.11,0.67,14.59,43.35,0.49,8.64,0.14,,
Baguio City,11/1/2023,11.07,31.25,2.55,12.3,8.72,11.27,0.81,18.46,44.15,0.21,4.76,0.1,,
Baguio City,4/19/2023,15.53,40.29,2.68,16.03,10.7,15.72,0.95,9.83,43.92,0.15,2.41,0.1,,
Baguio City,5/9/2023,18.86,35.43,2.85,13.9,9.8,14.4,0.7,10.3,42.3,0.21,1.95,0.1,,
Baguio City,2/11/2023,14.23,36.67,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2,0.1,,
Baguio City,4/15/2023,20.43,37.84,3.06,14.81,10.46,20.71,0.83,14.99,56.45,0.36,1.69,0.11,,
Baguio City,5/30/2023,12.41,32.5,3.15,22.64,14.7,18.82,0.78,29.74,55.26,0.85,8.1,0.14,,
Baguio City,10/9/2023,13.07,52.89,3.23,23.89,15.42,16.04,1,19.16,63.55,0.73,6.25,0.1,,
Baguio City,11/12/2023,18.81,43.11,3.05,19.42,12.92,12.59,0.95,17.57,60.61,0.86,7.98,0.1,,
Baguio City,2/27/2023,20.24,44.1,2.46,12.29,8.54,11.52,0.56,12.2,42.28,0.18,2.81,0.1,,
Baguio City,4/7/2023,11.89,36.73,4.02,15.4,11.55,10.42,0.52,13.35,37.78,0.24,7.47,0.1,,
Baguio City,2/8/2023,10.29,45.64,5.93,24.73,17.97,14.14,0.77,10.8,34.82,0.71,8.37,0.13,,
Baguio City,2/15/2023,13.14,42.89,4.9,22.53,15.96,13.61,0.68,12.58,36.02,0.76,4.92,0.16,,
Baguio City,9/8/2023,13.46,41.49,3.95,18.7,13.15,13.46,0.62,10.22,36.73,0.88,12.73,0.15,,
Baguio City,10/10/2023,18.71,34.11,3.3,16.11,11.24,16.42,0.62,12.83,39.73,0.49,4.63,0.12,,
Baguio City,2/22/2023,17.82,36.68,2.22,13.1,8.77,14.38,0.55,13.87,41.66,0.44,12.72,0.1,,
Baguio City,3/16/2023,17.1,52.28,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,8/23/2023,16.63,39.92,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,2/14/2023,18.8,39.63,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,9/22/2023,19.7,35.23,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,5/25/2023,16.67,45.86,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,9/28/2023,18.39,43.98,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
Baguio City,11/4/2023,15.99,40.54,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,,
Baguio City,7/27/2023,16.58,51.21,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,,
Baguio City,12/3/2023,20.78,46.73,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,,
Baguio City,4/29/2023,12.75,37.59,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,,
Baguio City,7/13/2023,19.55,31.49,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,,
Baguio City,1/17/2023,12.16,45.52,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,,
Baguio City,7/11/2023,16.1,53.22,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,,
Baguio City,5/29/2023,19.42,42.17,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,,
Baguio City,5/2/2023,20.89,36.11,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,,
Baguio City,4/24/2023,14.3,44.53,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,,
Baguio City,6/3/2023,13.74,46.72,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,,
Baguio City,9/6/2023,16.83,47.08,4.35,24.78,16.8,13.37,1.04,15.74,47.62,0.58,5.05,0.22,,
Baguio City,11/27/2023,18.53,36.5,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72,0.17,,
Baguio City,8/1/2023,13.91,38.05,2.23,14.09,9.4,13.92,0.75,20.18,58.79,0.59,4.45,0.19,,
Baguio City,5/10/2023,11.48,40.2,1.84,12.24,8.01,11.48,0.64,11.75,44.89,0.49,2.46,0.12,,
Baguio City,5/22/2023,16.4,48.27,2.81,16.23,10.92,10.87,0.67,10.97,39.44,0.33,2.9,0.11,,
Baguio City,11/6/2023,15.66,36.2,4.33,20.42,14.47,10.74,0.91,11.84,34.42,0.22,2.58,0.16,,
Baguio City,8/15/2023,16.21,36.59,2.6,14.75,10.05,10.82,0.64,13.6,50.03,0.26,4.34,0.1,,
Baguio City,12/25/2023,18.41,52,3.02,16.68,11.42,10.46,0.93,10.82,59.48,0.36,2.64,0.24,,
Baguio City,10/23/2023,20.72,42.52,2.41,13.27,9.11,10.84,0.8,15.36,60.81,0.28,3.78,0.11,,
Baguio City,7/14/2023,15.39,53.81,2.5,15.42,10.32,11.54,1.04,15.4,47.96,0.35,4.66,0.17,,
Baguio City,6/9/2023,20.33,48.79,2.43,18.14,11.62,11.38,0.83,22.37,37.65,0.21,4.76,0.12,,
Baguio City,10/9/2023,18.68,33.46,2.7,14.32,9.89,10.74,0.81,15.71,37.44,0.16,2.7,0.14,,
Baguio City,1/25/2023,16.51,42.29,2.51,14.9,10.06,12.77,1,16.91,49.95,0.22,1.34,0.18,,
Baguio City,10/26/2023,16.54,47.65,2.34,12.84,8.83,13.44,0.79,14.86,60.68,0.31,1.85,0.12,,
Baguio City,4/29/2023,10.45,48.45,2.34,13.46,9.15,11.1,0.98,12.61,65.38,0.48,2.41,0.1,,
Baguio City,4/18/2023,19.83,50.89,2.74,15.54,10.58,9.58,0.65,7.74,55.76,0.6,12.8,0.11,,
Baguio City,1/6/2023,19.08,52.26,2.4,15.36,10.21,11.13,0.71,12.64,48.1,0.63,6.28,0.17,,
Baguio City,7/20/2023,20.13,42.43,1.96,16.19,10.21,11.83,0.83,13.3,51.68,0.66,8.57,0.17,,
Baguio City,5/8/2023,15.45,40.88,2.75,15.78,10.74,13.62,0.81,14.34,61.97,0.56,4.21,0.14,,
Baguio City,12/1/2023,14.87,48.4,2.61,16.51,10.24,13.29,1.15,17.76,62.87,0.73,3.13,0.16,,
Baguio City,2/19/2023,20.84,32.54,2.82,21.1,13.61,11.88,0.92,19.3,55.76,0.71,6.18,0.2,,
Baguio City,4/13/2023,17.24,50.46,2.46,14.13,9.61,10.05,0.78,15.1,51.67,0.4,2.13,0.15,,
Baguio City,8/23/2023,15.79,48.66,2.11,14.42,9.39,9.11,0.67,14.59,43.35,0.49,8.64,0.14,,
Baguio City,9/27/2023,19.02,50.78,2.55,12.3,8.72,11.27,0.81,18.46,44.15,0.21,4.76,0.1,,
Baguio City,10/13/2023,19.84,31.15,2.68,16.03,10.7,15.72,0.95,9.83,43.92,0.15,2.41,0.1,,
Baguio City,8/13/2023,18.23,49.29,2.85,13.9,9.8,14.4,0.7,10.3,42.3,0.21,1.95,0.1,,
Baguio City,6/18/2023,11.39,42.56,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2,0.1,,
Baguio City,3/3/2023,16.67,48.74,3.06,14.81,10.46,20.71,0.83,14.99,56.45,0.36,1.69,0.11,,
Baguio City,10/20/2023,11.75,38.95,3.15,22.64,14.7,18.82,0.78,29.74,55.26,0.85,8.1,0.14,,
Baguio City,3/13/2023,19.49,38.64,3.23,23.89,15.42,16.04,1,19.16,63.55,0.73,6.25,0.1,,
Baguio City,5/23/2023,14.25,41.75,3.05,19.42,12.92,12.59,0.95,17.57,60.61,0.86,7.98,0.1,,
Baguio City,6/7/2023,16.11,48.97,2.46,12.29,8.54,11.52,0.56,12.2,42.28,0.18,2.81,0.1,,
Baguio City,3/2/2023,16.17,36.64,4.02,15.4,11.55,10.42,0.52,13.35,37.78,0.24,7.47,0.1,,
Baguio City,9/12/2023,19.18,50.49,5.93,24.73,17.97,14.14,0.77,10.8,34.82,0.71,8.37,0.13,,
Baguio City,2/23/2023,20.65,31.96,4.9,22.53,15.96,13.61,0.68,12.58,36.02,0.76,4.92,0.16,,
Baguio City,6/25/2023,11.83,38.52,3.95,18.7,13.15,13.46,0.62,10.22,36.73,0.88,12.73,0.15,,
Baguio City,2/2/2023,20.7,44.18,3.3,16.11,11.24,16.42,0.62,12.83,39.73,0.49,4.63,0.12,,
Baguio City,8/9/2023,16.31,36.24,2.22,13.1,8.77,14.38,0.55,13.87,41.66,0.44,12.72,0.1,,
Baguio City,1/12/2023,19.54,52.01,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,5/22/2023,16.11,47.83,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,11/17/2023,20.88,42.46,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,4/7/2023,17.56,51.65,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,4/25/2023,16.21,41.75,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,11/5/2023,17.86,50.65,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
Baguio City,7/3/2023,20.43,41.76,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,,
Baguio City,1/28/2023,10.2,37.82,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,,
Baguio City,5/30/2023,10.18,37.1,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,,
Baguio City,11/10/2023,10.27,41.88,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,,
Baguio City,11/27/2023,10.76,48.94,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,,
Baguio City,8/14/2023,16.05,42.1,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,,
Baguio City,7/26/2023,18.69,52.68,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,,
Baguio City,4/17/2023,15.27,43.46,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,,
Baguio City,7/10/2023,16.33,40.08,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,,
Baguio City,12/16/2023,19.42,36.97,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,,
Baguio City,4/14/2023,13.1,37.59,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,,
Baguio City,4/15/2023,15.04,43.06,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,,
Baguio City,3/15/2023,13.01,52.59,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,,
Baguio City,6/10/2023,11.21,48.72,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,,
Baguio City,3/29/2023,13.79,53.2,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,,
Baguio City,9/15/2023,17.35,36.48,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,,
Baguio City,2/8/2023,18.84,36.75,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,,
Baguio City,4/4/2023,15.04,37.18,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,,
Baguio City,8/30/2023,13.21,45.31,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,,
Baguio City,7/22/2023,17.9,49.37,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,,
Baguio City,11/24/2023,17.09,31.81,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,,
Baguio City,10/3/2023,18.11,43.42,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,,
Baguio City,5/26/2023,12.75,34.98,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,,
Baguio City,5/27/2023,14.66,40.81,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,,
Baguio City,1/3/2023,20.53,33.28,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,,
Baguio City,3/21/2023,10.73,33.1,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,,
Baguio City,6/12/2023,20.77,53.38,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,,
Baguio City,6/22/2023,14.03,53.05,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,,
Baguio City,2/4/2023,16.38,49.34,6.56,83.38,49.69,15.16,1.09,30.85,24.84,0.1,0.21,0.11,,
Baguio City,4/15/2023,12.66,38.78,13.93,124.57,77.59,10.65,1.38,48.92,30.25,0.11,0.25,0.13,,
Baguio City,1/28/2023,14.06,41.7,35.59,140.17,103.49,8.7,1.24,42.26,20.87,0.13,0.58,0.13,,
Baguio City,7/15/2023,20.08,44.93,9.48,106.1,64.14,9.27,1.43,15.29,26.24,0.12,0.25,0.1,,
Baguio City,12/11/2023,16.11,52.32,6.73,92.41,54.63,11.1,1.33,15.9,28.51,0.11,0.31,0.1,,
Baguio City,10/11/2023,10.13,48.17,9.63,94.51,58.1,13.66,1.45,11.75,26.07,0.12,0.22,0.1,,
Baguio City,9/23/2023,14.36,44.44,17.24,103.31,68.98,13.63,1.5,16.53,24.55,0.12,0.31,0.1,,
Baguio City,12/8/2023,10.63,46.76,36.87,121.38,94.54,11.21,1.25,39.68,21.18,0.1,0.25,0.13,,
Baguio City,12/26/2023,10.81,36.97,12.68,121.94,75.16,10.39,0.86,66.39,27.23,0.09,0.16,0.18,,
Baguio City,6/27/2023,14.19,42.69,14.96,113.39,72.47,7.38,0.78,9.43,20.07,0.11,0.23,0.13,,
Baguio City,12/20/2023,10.01,51.59,11.17,100.16,62.36,8.62,0.96,10.56,24.73,0.1,0.15,0.1,,
Baguio City,11/2/2023,10.3,37.33,5.83,71.61,42.84,15.19,0.5,10.52,24.22,0.08,0.08,0.1,,
Baguio City,7/22/2023,20.58,35.34,4.86,57.32,34.44,17.36,0.64,12.33,25.51,0.07,0.18,0.1,,
Baguio City,3/9/2023,10.43,31.79,2.91,58.43,33.44,17.38,0.44,12.91,26.84,0.1,0.12,0.1,,
Baguio City,12/22/2023,11.56,47.62,5.68,60.37,36.74,17.46,1.02,26.39,21.83,0.08,0.14,0.11,,
Baguio City,11/7/2023,10.76,37.82,3.49,50.62,29.77,17.97,0.7,6.49,24.73,0.08,0.13,0.1,,
Baguio City,1/16/2023,17.34,52.69,3.46,58.6,33.99,16.97,0.82,13.73,24.69,0.1,0.18,0.1,,
Baguio City,12/15/2023,19.67,35.63,5.64,63.17,38.2,18.79,0.8,26.75,21.59,0.08,0.15,0.1,,
Baguio City,1/24/2023,13.94,40.97,13.44,61.22,43.49,22.53,0.72,11.71,23.64,0.09,0.13,0.1,,
Baguio City,10/21/2023,20.24,43.75,17.23,71.77,52.18,17.22,0.91,16,22.52,0.07,0.11,0.1,,
Baguio City,10/2/2023,13.01,41.65,7.53,64.26,40.3,18.38,0.55,14.8,25.31,0.06,0.09,0.1,,
Baguio City,9/18/2023,16.58,35.26,20.01,60.14,48.26,20.43,0.85,13.57,24.82,0.06,0.08,0.1,,
Baguio City,2/22/2023,11.57,37.26,4.15,49.18,29.54,21.17,0.55,13.17,28.15,0.02,0.02,0.1,,
Baguio City,7/20/2023,12.19,38.87,6.36,43.14,28.2,20.36,0.87,11.48,20.37,0.04,0.04,0.1,,
Baguio City,9/17/2023,10.87,47.52,3.87,38.2,23.52,21.38,0.72,12.19,17.24,0.02,0.01,0.1,,
Baguio City,6/15/2023,14.57,37.28,2.65,22.75,14.26,22.92,0.38,8.37,19.39,0,0.02,0.1,,
Baguio City,4/2/2023,14.77,44.52,2.38,27.55,16.59,22.29,0.44,11.04,19.68,0.02,0.06,0.1,,
Baguio City,8/26/2023,14.13,43.94,5.29,55.79,34.06,17.58,1.28,15.66,20.15,0.06,0.12,0.11,,
Baguio City,6/21/2023,10.06,52.95,5.5,56.1,34.39,17.76,0.98,27.99,25.38,0.04,0.05,0.1,,
Baguio City,3/12/2023,13.13,48.43,5.98,65.34,39.69,17.61,1.02,26.84,36.53,0.03,0.08,0.15,,
Baguio City,8/4/2023,14.74,48.98,5.14,71.78,42.43,12.16,1.39,15.58,47.94,0.07,0.14,0.1,,
Baguio City,3/5/2023,16.05,36.9,5.4,68.18,40.73,15.31,1.06,13.42,47.46,0.06,0.36,0.11,,
Baguio City,9/10/2023,20.05,31.22,29.13,85.01,68.98,14.32,1.15,10.68,40.2,0.06,0.1,0.1,,
Baguio City,4/23/2023,15.76,46.3,6.08,69.13,41.71,13.58,1.27,17.71,48.7,0.06,0.1,0.1,,
Baguio City,1/27/2023,18.35,34.45,3.04,61.14,35.07,15.38,1.11,16.63,62.74,0.08,0.14,0.1,,
Baguio City,3/3/2023,12.21,38.19,13.08,83.44,55.08,14.61,1.58,12.92,43.18,0.08,0.19,0.1,,
Baguio City,7/15/2023,10.84,42.57,15.23,74.7,49.36,10.83,1.03,18.7,37.16,0.07,0.09,0.1,,
Baguio City,4/21/2023,17.56,34.26,7.69,25.85,20.1,10.97,0.74,12.37,32.23,0.05,0.06,0.1,,
Baguio City,3/15/2023,16.28,34.69,2.61,16.37,10.79,17.41,0.76,8.47,38.97,0,0,0.1,,
Baguio City,10/23/2023,17.74,37.85,6.38,23.26,17.36,16.81,0.86,16.7,34.16,0.01,0.05,0.14,,
Baguio City,6/30/2023,10.52,44.67,1.02,16.86,9.76,13.91,0.52,10.21,32.14,0.01,0.06,0.1,,
Baguio City,3/13/2023,14.97,39.4,3.19,17.12,11.14,16.46,0.66,10.22,39.91,0.01,0.02,0.1,,
Baguio City,10/4/2023,18.59,46.33,4.03,26.18,17.28,13.97,0.66,9.84,39.63,0.02,0.05,0.1,,
Baguio City,6/5/2023,17.59,38.38,3.01,28.42,17.6,14.9,0.74,10.43,41.96,0.06,0.1,0.1,,
Baguio City,7/12/2023,15.17,31.76,15.49,35.52,31.56,16.42,0.84,9.78,37.99,0.05,0.08,0.11,,
Baguio City,9/12/2023,20.83,47.68,2.29,22.82,13.91,16.94,0.7,6.98,40.95,0.02,0.02,0.1,,
Baguio City,8/29/2023,16.94,46.96,2.59,15.97,10.54,14.52,0.55,7.78,32.91,0,0.01,0.1,,
Baguio City,8/1/2023,20.04,50.95,1.38,13.31,8.16,12.92,0.54,13.52,27.85,0,0.01,0.1,,
Baguio City,8/2/2023,10.8,52.91,7.55,17.35,15.37,10.31,0.59,12.99,24.83,0,0,0.1,,
Baguio City,5/15/2023,12.16,49.74,8.59,17.16,16.19,11.98,0.72,10.51,19.85,0,0,0.1,,
Baguio City,11/24/2023,17.7,51.8,7.19,15.26,14.04,9.84,0.58,10.5,24.21,0,0.01,0.1,,
Baguio City,5/16/2023,14.64,43.27,18.66,21.18,26.51,9.69,0.72,8.3,27.25,0,0.04,0.15,,
Baguio City,6/2/2023,11.55,36.56,26.53,25.18,35.05,10.43,0.64,14.78,30.4,0,0.04,0.1,,
Baguio City,1/30/2023,20.44,34.92,43.76,28.73,50.94,9.94,0.8,9.67,31.72,0.02,0.07,0.11,,
Baguio City,1/17/2023,17.12,51.39,18.77,24.64,28.36,13.1,0.53,14.5,35.13,0.02,0.05,0.12,,
Baguio City,9/25/2023,12.31,48.04,3.59,18.86,13.05,14.69,0.51,13.5,30.89,0,0.01,0.1,,
Baguio City,9/12/2023,18.65,36.87,3.89,12.56,9.93,11.9,0.46,11.27,19.85,0,0,0.1,,
Baguio City,10/10/2023,20.53,43.49,2.82,8.15,6.69,9.17,0.4,10.43,23.58,0,0.01,0.1,,
Baguio City,12/1/2023,17.89,47.86,3.23,13.32,9.81,9.1,0.56,15.85,25.36,0,0.01,0.1,,
Baguio City,8/15/2023,15.97,42.59,2.49,9.07,6.97,11.97,0.52,11.04,33.63,0,0.01,0.1,,
Baguio City,4/10/2023,13.34,36.65,2.9,8.11,6.76,10.79,0.44,8.55,27.48,0,0,0.1,,
